,0
0,49.04944297557593
1,49.05243923968435
2,49.10345033978105
3,49.279209783850916
4,49.066774867751604
5,47.75318395418645
6,47.77559631652594
7,48.883997876093396
8,49.20563989007593
9,49.50631363363624
10,49.074763045928485
11,48.209017041617635
12,48.2443021132207
13,48.210494603555205
14,47.95684414663196
15,47.82966155597449
16,47.94835252356649
17,48.24031360246897
18,48.280442762217525
19,47.741258864872464
20,48.11972111934901
21,48.61158956467152
22,46.432720529787545
23,47.38287513611198
24,48.86147743348003
25,49.46388201540828
26,49.1838383556068
27,49.20162836868525
28,48.61420859375954
29,47.30219634948492
30,48.3917508011663
31,48.83741876451731
32,48.27229002310754
33,47.47564775673867
34,46.962410795334584
35,46.22730525315285
36,46.046494625186924
37,45.82189265941859
38,46.50549620787263
39,48.38874198580027
40,49.26291615959645
41,48.67312140781403
42,48.345797160594465
43,47.38771364592076
44,47.166324104808574
45,47.046799175877574
46,46.858800861053474
47,46.686597606639864
48,46.83008846468568
49,48.78236058113337
50,49.22988613061071
51,49.07770910500646
52,49.55987194173575
53,49.52501988852025
54,49.71235507856727
55,49.67904683003784
56,49.36754414032817
57,49.71868788532377
58,49.777431257400515
59,49.513248900758036
60,49.40028758226514
61,49.975620496112114
62,49.827957042202954
63,49.99564114658475
64,50.24876305610419
65,50.334370303219565
66,50.02848081483007
67,49.940633865523345
68,49.18219971919656
69,49.93807131709457
70,50.10070284299613
71,49.192083137272604
72,48.57343443882824
73,48.16178317276955
74,48.12503936611534
75,49.31918832850815
76,50.13083980710269
77,49.634013615024095
78,49.827401997699745
79,49.401721912093166
80,46.861419192849404
81,48.1633416205895
82,48.50263837298513
83,48.82182661610484
84,48.72400350887418
85,49.86937619231701
86,49.40137535792471
87,49.48734449963451
88,49.32190358390451
89,48.64490478612185
90,48.92142433170319
91,49.03474057186962
92,48.39180588724137
93,49.00654207977176
94,49.38573509635807
95,49.34895572780729
96,49.35583451426984
97,49.36740607649446
98,49.236948304892785
99,49.48966857416869
100,49.47282129999519
101,49.600348352944856
102,49.49171721832753
103,49.20066889477015
104,48.43704131696106
105,48.64725814692378
106,49.38620576851845
107,49.17456646269322
108,48.490777434543375
109,47.72566462458373
110,47.16410671596408
111,46.914656049295665
112,47.62336281026245
113,49.40798080588818
114,44.990943622248174
115,46.14155994220376
116,46.15688572503806
117,46.02231950844527
118,45.34334807134152
119,45.2544684324503
120,45.44108331976891
121,47.41688764965177
122,47.301570878480675
123,47.56240204934121
124,48.90763468334198
125,48.79531626815558
126,48.9619467641902
127,49.08638272130728
128,47.854468419349196
129,48.31183136562467
130,49.255734748367075
131,49.18032958181263
132,49.293975641137365
133,48.93031550313592
134,48.30088806357265
135,48.09557528887511
136,48.2176021018231
137,47.99120460892439
138,47.93267181905866
139,47.93900044206262
140,47.78091735246063
141,47.605105611484056
142,47.43597183684827
143,47.51977100557566
144,47.46878082424164
145,47.47267729243756
146,47.44650652573586
147,47.36498262109638
148,47.771844187792546
149,48.803467612681395
150,48.81341099787713
151,48.961335936319834
152,49.06065543237448
153,49.217184955201155
154,49.31758037294984
155,49.39946547489167
156,49.42707614975811
157,49.232636947903636
158,47.92002991347671
159,49.24366880605102
160,49.25989479297281
161,49.40760705732823
162,48.44862961419583
163,47.87547992188097
164,47.38422160713673
165,47.42963972738386
166,48.796788949048526
167,49.62116879744411
168,49.135655472224954
169,49.50258800200224
170,48.887040858771805
171,46.81361633365631
172,47.36085046817423
173,48.15822210206867
174,48.363615762648585
175,47.73222753772975
176,47.172686197832824
177,47.160459181044104
178,47.40469968122006
179,49.19442882786155
180,49.183869733750825
181,49.11059828099013
182,49.35284173662186
183,48.95854188691736
184,48.335410297629835
185,46.622999687036284
186,48.45814346746445
187,48.45220253886223
188,48.14445058330179
189,47.194553975050454
190,46.850055423667435
191,46.747327563879495
192,46.71571373512745
193,47.7943255820489
194,48.90322849462867
195,45.01052497870446
196,46.18291912519813
197,45.69054374852658
198,45.789750283262734
199,46.170954290235045
200,45.53426315897585
201,45.56736291717053
202,46.94026828503371
203,48.014830259499554
204,47.788805120576626
205,48.98508361301065
206,48.775003452297454
207,48.94608267186285
208,48.77856243112207
209,47.69949316058994
210,47.676340274051434
211,48.72872836007238
212,48.91646588765502
213,48.54244608108044
214,47.87593664819956
215,47.873803631697896
216,47.834539811432364
217,49.381703353496796
218,49.0624872186935
219,49.310614424976116
220,49.59173958480835
221,49.8421016122377
222,49.93502833441616
223,49.926527646553524
224,50.004933260968926
225,50.11287756287814
226,50.16871252964974
